[NOTUS TEXTFILE V3.1]
File Created: 07-Jul-2020 18:19:38
Tow Date: 07-Jul-2020 10:25:06


Transponder: C24S
Placement: Starboard

Code,Time,Range(m),Data(m),Latitude,Longitude,Echo Sounder(m),Comment
C24S,10:25:13,---,---,46°35.882' N,64°31.649' W,---,
C24S,10:25:57,---,---,46°35.920' N,64°31.637' W,---,
C24S,10:26:40,---,---,46°35.967' N,64°31.621' W,---,
C24S,10:27:21,---,---,46°36.003' N,64°31.621' W,---,
C24S,10:28:03,---,---,46°36.033' N,64°31.619' W,---,
C24S,10:28:45,---,---,46°36.061' N,64°31.606' W,---,
C24S,10:29:26,---,---,46°36.090' N,64°31.597' W,---,
C24S,10:30:07,---,---,46°36.122' N,64°31.593' W,---,
C24S,10:30:47,---,---,46°36.152' N,64°31.586' W,---,
C24S,10:31:24,24.5,12.7,46°36.184' N,64°31.574' W,---,
C24S,10:32:02,74.9,26.0,46°36.236' N,64°31.569' W,---,
C24S,10:32:41,81.4,26.5,46°36.268' N,64°31.561' W,---,
C24S,10:33:20,80.2,26.5,46°36.287' N,64°31.558' W,---,
C24S,10:33:58,80.2,29.6,46°36.309' N,64°31.550' W,---,
C24S,10:34:36,79.9,33.4,46°36.335' N,64°31.541' W,---,
C24S,10:35:17,78.9,29.1,46°36.362' N,64°31.533' W,---,
C24S,10:35:57,79.3,28.3,46°36.390' N,64°31.523' W,---,
C24S,10:36:37,78.7,30.6,46°36.415' N,64°31.514' W,---,
C24S,10:37:14,79.2,30.5,46°36.438' N,64°31.506' W,---,
C24S,10:37:56,78.6,30.2,46°36.468' N,64°31.498' W,---,
C24S,10:38:38,---,---,46°36.494' N,64°31.490' W,---,
C24S,10:39:14,78.9,29.2,46°36.518' N,64°31.482' W,---,
C24S,10:39:54,78.6,29.9,46°36.546' N,64°31.474' W,---,
C24S,10:40:31,79.1,28.9,46°36.570' N,64°31.466' W,---,
C24S,10:41:11,79.2,29.0,46°36.598' N,64°31.458' W,---,
C24S,10:41:51,79.2,29.3,46°36.624' N,64°31.451' W,---,
C24S,10:42:29,53.7,33.1,46°36.645' N,64°31.444' W,---,
C24S,10:43:11,---,---,46°36.659' N,64°31.435' W,---,
C24S,10:43:51,---,---,46°36.685' N,64°31.424' W,---,
C24S,10:44:32,---,---,46°36.714' N,64°31.403' W,---,
C24S,10:45:13,---,---,46°36.743' N,64°31.382' W,---,
C24S,10:45:57,---,---,46°36.773' N,64°31.361' W,---,
C24S,10:46:40,---,---,46°36.810' N,64°31.325' W,---,
C24S,10:47:24,---,---,46°36.840' N,64°31.260' W,---,
C24S,10:48:08,---,---,46°36.848' N,64°31.180' W,---,
C24S,10:48:52,---,---,46°36.843' N,64°31.105' W,---,
C24S,10:49:37,---,---,46°36.828' N,64°31.047' W,---,
C24S,10:50:20,---,---,46°36.806' N,64°30.998' W,---,
C24S,10:51:05,---,---,46°36.773' N,64°30.937' W,---,
C24S,10:51:49,---,---,46°36.739' N,64°30.878' W,---,
C24S,10:52:33,---,---,46°36.734' N,64°30.811' W,---,
C24S,10:53:17,---,---,46°36.758' N,64°30.775' W,---,
C24S,10:54:01,---,---,46°36.791' N,64°30.763' W,---,
C24S,10:54:45,---,---,46°36.825' N,64°30.741' W,---,
C24S,10:55:29,---,---,46°36.861' N,64°30.732' W,---,
C24S,10:56:13,---,---,46°36.896' N,64°30.723' W,---,
C24S,10:56:57,---,---,46°36.933' N,64°30.709' W,---,
C24S,10:57:41,---,---,46°36.971' N,64°30.698' W,---,
C24S,10:58:25,---,---,46°37.021' N,64°30.686' W,---,
C24S,10:59:09,---,---,46°37.080' N,64°30.672' W,---,
C24S,10:59:53,---,---,46°37.162' N,64°30.680' W,---,
C24S,11:00:38,---,---,46°37.247' N,64°30.674' W,---,
C24S,11:01:22,---,---,46°37.331' N,64°30.684' W,---,
C24S,11:02:06,---,---,46°37.416' N,64°30.679' W,---,
C24S,11:02:50,---,---,46°37.501' N,64°30.684' W,---,
C24S,11:03:34,---,---,46°37.587' N,64°30.685' W,---,
C24S,11:04:18,---,---,46°37.671' N,64°30.675' W,---,
C24S,11:05:02,---,---,46°37.755' N,64°30.675' W,---,
C24S,11:05:46,---,---,46°37.840' N,64°30.663' W,---,
C24S,11:06:30,---,---,46°37.925' N,64°30.663' W,---,
C24S,11:07:14,---,---,46°38.008' N,64°30.655' W,---,
C24S,11:07:58,---,---,46°38.092' N,64°30.647' W,---,
C24S,11:08:42,---,---,46°38.179' N,64°30.651' W,---,
C24S,11:09:27,---,---,46°38.268' N,64°30.648' W,---,
C24S,11:10:11,---,---,46°38.352' N,64°30.643' W,---,
C24S,11:10:55,---,---,46°38.437' N,64°30.644' W,---,
C24S,11:11:39,---,---,46°38.524' N,64°30.637' W,---,
C24S,11:12:23,---,---,46°38.605' N,64°30.642' W,---,
C24S,11:13:07,---,---,46°38.696' N,64°30.636' W,---,
C24S,11:13:51,---,---,46°38.781' N,64°30.639' W,---,
C24S,11:14:35,---,---,46°38.866' N,64°30.633' W,---,
C24S,11:15:19,---,---,46°38.952' N,64°30.630' W,---,
C24S,11:16:03,---,---,46°39.037' N,64°30.622' W,---,
C24S,11:16:47,---,---,46°39.124' N,64°30.622' W,---,
C24S,11:17:31,---,---,46°39.212' N,64°30.617' W,---,
C24S,11:18:15,---,---,46°39.297' N,64°30.616' W,---,
C24S,11:18:59,---,---,46°39.383' N,64°30.609' W,---,
C24S,11:19:43,---,---,46°39.470' N,64°30.612' W,---,
C24S,11:20:27,---,---,46°39.556' N,64°30.604' W,---,
C24S,11:21:12,---,---,46°39.644' N,64°30.605' W,---,
C24S,11:21:56,---,---,46°39.732' N,64°30.599' W,---,
C24S,11:22:40,---,---,46°39.821' N,64°30.602' W,---,
C24S,11:23:24,---,---,46°39.911' N,64°30.599' W,---,
C24S,11:24:08,---,---,46°39.997' N,64°30.605' W,---,
C24S,11:24:52,---,---,46°40.091' N,64°30.599' W,---,
C24S,11:25:36,---,---,46°40.178' N,64°30.606' W,---,
C24S,11:26:20,---,---,46°40.271' N,64°30.603' W,---,
C24S,11:27:04,---,---,46°40.358' N,64°30.605' W,---,
C24S,11:27:48,---,---,46°40.448' N,64°30.604' W,---,
C24S,11:28:32,---,---,46°40.540' N,64°30.603' W,---,
C24S,11:29:16,---,---,46°40.630' N,64°30.602' W,---,
C24S,11:30:00,---,---,46°40.721' N,64°30.606' W,---,
C24S,11:30:45,---,---,46°40.814' N,64°30.602' W,---,
C24S,11:31:29,---,---,46°40.906' N,64°30.605' W,---,
C24S,11:32:13,---,---,46°40.995' N,64°30.601' W,---,
C24S,11:32:57,---,---,46°41.083' N,64°30.596' W,---,
C24S,11:33:41,---,---,46°41.172' N,64°30.606' W,---,
C24S,11:34:25,---,---,46°41.258' N,64°30.596' W,---,
C24S,11:35:09,---,---,46°41.347' N,64°30.606' W,---,
C24S,11:35:53,---,---,46°41.431' N,64°30.598' W,---,
C24S,11:36:37,---,---,46°41.500' N,64°30.606' W,---,
C24S,11:37:21,---,---,46°41.566' N,64°30.600' W,---,
C24S,11:38:05,---,---,46°41.632' N,64°30.606' W,---,
C24S,11:38:49,---,---,46°41.704' N,64°30.601' W,---,
C24S,11:39:33,---,---,46°41.773' N,64°30.605' W,---,
C24S,11:40:17,---,---,46°41.844' N,64°30.604' W,---,
C24S,11:41:01,---,---,46°41.917' N,64°30.610' W,---,
C24S,11:41:46,---,---,46°41.988' N,64°30.605' W,---,
C24S,11:42:30,---,---,46°42.058' N,64°30.613' W,---,
C24S,11:43:14,---,---,46°42.131' N,64°30.608' W,---,
C24S,11:43:58,---,---,46°42.200' N,64°30.613' W,---,
C24S,11:44:42,---,---,46°42.272' N,64°30.612' W,---,
C24S,11:45:26,---,---,46°42.343' N,64°30.617' W,---,
C24S,11:46:10,---,---,46°42.412' N,64°30.615' W,---,
C24S,11:46:54,---,---,46°42.485' N,64°30.622' W,---,
C24S,11:47:38,---,---,46°42.557' N,64°30.620' W,---,
C24S,11:48:22,---,---,46°42.628' N,64°30.628' W,---,
C24S,11:49:06,---,---,46°42.701' N,64°30.625' W,---,
C24S,11:49:50,---,---,46°42.773' N,64°30.633' W,---,
C24S,11:50:34,---,---,46°42.848' N,64°30.630' W,---,
C24S,11:51:19,---,---,46°42.913' N,64°30.585' W,---,
C24S,11:52:03,---,---,46°42.958' N,64°30.510' W,---,
C24S,11:52:47,---,---,46°42.972' N,64°30.410' W,---,
C24S,11:53:31,---,---,46°42.969' N,64°30.302' W,---,
C24S,11:54:15,---,---,46°42.956' N,64°30.195' W,---,
C24S,11:54:59,---,---,46°42.947' N,64°30.092' W,---,
C24S,11:55:43,---,---,46°42.959' N,64°29.988' W,---,
C24S,11:56:27,---,---,46°42.978' N,64°29.887' W,---,
C24S,11:57:11,---,---,46°42.987' N,64°29.782' W,---,
